,0,1_x,1_y,1,Centrality,id,name,ml_target,Centrality_std
9100,gujiaxi,0.000160996,5.27E-05,0.240618363,0.240832088,6006,gujiaxi,0,0.641655922
14194,rbro112,0.000107331,5.84E-05,0.240664995,0.240830687,26896,rbro112,1,0.641627478
17886,subhanshuja,0.000107331,3.14E-05,0.240691649,0.240830365,4753,subhanshuja,1,0.64162094
14358,BFTree,0.000107331,4.63E-06,0.24071831,0.240830271,14162,BFTree,1,0.641619024
5317,cnevinc,0.000107331,2.99E-05,0.240678321,0.240815564,13005,cnevinc,1,0.641320378
4541,Jeetu95,0.000107331,9.07E-06,0.240691649,0.240808048,1963,Jeetu95,1,0.641167765
13669,nkalupahana,0.000107331,0.00010114,0.240598384,0.240806855,34211,nkalupahana,1,0.64114353
18297,pedroperrusi,0.000107331,8.94E-05,0.240605043,0.240801734,30837,pedroperrusi,1,0.641039541
2653,KingDragon08,0.000107331,0.000103673,0.240585066,0.24079607,11389,KingDragon08,1,0.640924524
4527,ryondev,0.000107331,0.000103673,0.240585066,0.24079607,24937,ryondev,1,0.640924524
4579,HaoguangYang,0.000107331,0.000103673,0.240585066,0.24079607,30699,HaoguangYang,1,0.640924524
5473,moldovancsaba,0.000107331,0.000103673,0.240585066,0.24079607,5608,moldovancsaba,1,0.640924524
6337,mossgreen,0.000107331,0.000103673,0.240585066,0.24079607,16230,mossgreen,1,0.640924524
7780,mochsner,0.000107331,0.000103673,0.240585066,0.24079607,4590,mochsner,1,0.640924524
8139,Hansiyuan131,0.000107331,0.000103673,0.240585066,0.24079607,4996,Hansiyuan131,1,0.640924524
8251,faelks,0.000107331,0.000103673,0.240585066,0.24079607,5126,faelks,1,0.640924524
10932,arturbekasov,0.000107331,0.000103673,0.240585066,0.24079607,34513,arturbekasov,1,0.640924524
11512,hamidnazari,0.000107331,0.000103673,0.240585066,0.24079607,25945,hamidnazari,1,0.640924524
13116,ssysm,0.000107331,0.000103673,0.240585066,0.24079607,11470,ssysm,1,0.640924524
13862,Ather23,0.000107331,0.000103673,0.240585066,0.24079607,15304,Ather23,1,0.640924524
14410,adonese,0.000107331,0.000103673,0.240585066,0.24079607,27410,adonese,1,0.640924524
15208,mustafaneguib,0.000107331,0.000103673,0.240585066,0.24079607,30324,mustafaneguib,1,0.640924524
16102,ADarkHero,0.000107331,0.000103673,0.240585066,0.24079607,19442,ADarkHero,1,0.640924524
16335,dutlxq2014,0.000107331,0.000103673,0.240585066,0.24079607,21906,dutlxq2014,1,0.640924524
17174,PyJulie,0.000107331,0.000103673,0.240585066,0.24079607,28443,PyJulie,1,0.640924524
17538,hirenmayani,0.000107331,0.000103673,0.240585066,0.24079607,27241,hirenmayani,1,0.640924524
17849,amitection,0.000107331,0.000103673,0.240585066,0.24079607,28116,amitection,1,0.640924524
16938,XuRuLin,0.000107331,1.85E-05,0.240658332,0.240784151,21958,XuRuLin,1,0.640682506
18325,gilson27,0.000107331,5.00E-06,0.240671658,0.240783993,35425,gilson27,1,0.640679296
9024,Anonymous26,0.000107331,1.08E-05,0.240664995,0.240783097,5919,Anonymous26,1,0.640661098
10608,arunsadhasivam,0.000107331,9.85E-06,0.240664995,0.240782173,5028,arunsadhasivam,1,0.640642341
11142,peko,0.000160996,2.65E-05,0.240591725,0.240779187,35314,peko,0,0.640581704
4152,LessTalk,0.000107331,1.15E-05,0.240658332,0.240777205,14920,LessTalk,1,0.640541448
12295,lucasrafagnin,0.000107331,6.43E-06,0.240651669,0.240765435,10054,lucasrafagnin,1,0.640302441
10926,bespider,0.000107331,3.62E-05,0.240618363,0.240761915,8042,bespider,1,0.640230962
16766,ShangruZhong,0.000107331,2.71E-05,0.240625024,0.240759463,21273,ShangruZhong,1,0.640181188
3956,Zagoshipda,0.000751315,0.000568479,0.239438634,0.240758427,1511,Zagoshipda,0,0.64016015
5041,bryandeng,0.000643984,0.000159685,0.239947543,0.240751212,36057,bryandeng,0,0.640013637
2298,Tehada,0.000107331,2.87E-05,0.240611703,0.240747768,1184,Tehada,1,0.639943708
15023,tanayseven,0.000107331,5.17E-05,0.240585066,0.240744089,36502,tanayseven,1,0.639868991
12435,starboom,0.000107331,4.54E-05,0.240585066,0.240737837,34882,starboom,1,0.639742031
9992,samacker77,0.000107331,4.38E-05,0.240585066,0.240736195,7116,samacker77,1,0.6397087
13047,Neilcc,0.000107331,1.59E-05,0.240611703,0.24073492,11359,Neilcc,1,0.639682797
2711,K-Wu,0.000536653,0.000281787,0.239914432,0.240732872,3297,K-Wu,0,0.639641218
9545,ServerProcessor,0.000107331,3.69E-05,0.240585066,0.240729251,29119,ServerProcessor,1,0.639567695
17784,mental2008,0.000107331,2.26E-05,0.240585066,0.240714975,35918,mental2008,1,0.639277799
13832,Leohc92,0.000107331,2.06E-05,0.240585066,0.24071303,24619,Leohc92,1,0.639238309
17374,dragosbulugean,0.000107331,1.73E-05,0.240585066,0.24070971,26970,dragosbulugean,0,0.639170882
16329,sinannar,0.000107331,1.71E-05,0.240585066,0.24070948,15498,sinannar,1,0.639166215
12943,brajeshkokkonda,0.000107331,1.04E-05,0.240585066,0.240702773,5847,brajeshkokkonda,1,0.639030021
2209,shinroo,0.000107331,1.01E-05,0.240585066,0.240702448,1776,shinroo,1,0.639023423
4097,shisoft,0.001126972,0.000365741,0.239208024,0.240700737,6083,shisoft,0,0.638988681
12732,elionaimc,0.000107331,5.43E-06,0.240585066,0.240697828,22529,elionaimc,1,0.638929607
12434,iZhangHui,0.000375657,0.00022497,0.240093344,0.240693971,14972,iZhangHui,0,0.63885129
8439,alexruperez,0.000268327,7.30E-05,0.240352244,0.24069354,37092,alexruperez,0,0.638842533
7920,SeanAvery,0.000429323,0.000353853,0.239894569,0.240677745,15266,SeanAvery,0,0.638521791
1569,BastinRobin,0.000375657,2.08E-05,0.240279164,0.240675578,1228,BastinRobin,0,0.638477791
11121,khatribharat,0.000107331,2.22E-05,0.240525154,0.240654666,32942,khatribharat,0,0.638053141
4693,ashishpatel26,0.000268327,8.70E-05,0.240279164,0.240634488,14141,ashishpatel26,1,0.637643405
272,kangshaoshun,5.37E-05,0,0.240578408,0.240632073,153,kangshaoshun,1,0.637594363
984,pskun,5.37E-05,0,0.240578408,0.240632073,505,pskun,1,0.637594363
1002,numan947,5.37E-05,0,0.240578408,0.240632073,517,numan947,1,0.637594363
1324,Arkoprabho,5.37E-05,0,0.240578408,0.240632073,723,Arkoprabho,1,0.637594363
1446,duchao0726,5.37E-05,0,0.240578408,0.240632073,788,duchao0726,1,0.637594363
1825,LEE-SEON-WOO,5.37E-05,0,0.240578408,0.240632073,970,LEE-SEON-WOO,1,0.637594363
4215,sgaikar1,5.37E-05,0,0.240578408,0.240632073,1701,sgaikar1,1,0.637594363
5324,l3robot,5.37E-05,0,0.240578408,0.240632073,2399,l3robot,1,0.637594363
5577,mkohout,5.37E-05,0,0.240578408,0.240632073,2535,mkohout,1,0.637594363
5834,bdeloeste,5.37E-05,0,0.240578408,0.240632073,2740,bdeloeste,1,0.637594363
6440,kamei86i,5.37E-05,0,0.240578408,0.240632073,3289,kamei86i,1,0.637594363
6806,cianmscannell,5.37E-05,0,0.240578408,0.240632073,3638,cianmscannell,1,0.637594363
6885,piepieninja,5.37E-05,0,0.240578408,0.240632073,3719,piepieninja,1,0.637594363
6989,fromseto,5.37E-05,0,0.240578408,0.240632073,3843,fromseto,1,0.637594363
7367,SaulZhang,5.37E-05,0,0.240578408,0.240632073,4188,SaulZhang,1,0.637594363
8008,surajmurthy,5.37E-05,0,0.240578408,0.240632073,4836,surajmurthy,1,0.637594363
8235,jerisalan,5.37E-05,0,0.240578408,0.240632073,5101,jerisalan,1,0.637594363
8259,dourgey,5.37E-05,0,0.240578408,0.240632073,5136,dourgey,1,0.637594363
8500,archeryue,5.37E-05,0,0.240578408,0.240632073,5352,archeryue,1,0.637594363
8884,ndkshr,5.37E-05,0,0.240578408,0.240632073,5701,ndkshr,1,0.637594363
8996,rjtsdl,5.37E-05,0,0.240578408,0.240632073,5888,rjtsdl,1,0.637594363
9109,dongshiqian,5.37E-05,0,0.240578408,0.240632073,6012,dongshiqian,1,0.637594363
9434,SharifElfouly,5.37E-05,0,0.240578408,0.240632073,6337,SharifElfouly,1,0.637594363
9589,Hypnoes,5.37E-05,0,0.240578408,0.240632073,6555,Hypnoes,1,0.637594363
9854,thepunitsingh,5.37E-05,0,0.240578408,0.240632073,4983,thepunitsingh,1,0.637594363
10033,Bumbleblo,5.37E-05,0,0.240578408,0.240632073,6668,Bumbleblo,1,0.637594363
10904,cuipeng,5.37E-05,0,0.240578408,0.240632073,11757,cuipeng,1,0.637594363
11421,aby0,5.37E-05,0,0.240578408,0.240632073,8543,aby0,1,0.637594363
11475,mkung6,5.37E-05,0,0.240578408,0.240632073,8640,mkung6,1,0.637594363
11669,gaguilar,5.37E-05,0,0.240578408,0.240632073,8984,gaguilar,1,0.637594363
11779,JY0284,5.37E-05,0,0.240578408,0.240632073,9139,JY0284,1,0.637594363
11809,openstring,5.37E-05,0,0.240578408,0.240632073,9233,openstring,1,0.637594363
11939,fmmarques,5.37E-05,0,0.240578408,0.240632073,9462,fmmarques,1,0.637594363
12206,dzboy,5.37E-05,0,0.240578408,0.240632073,7725,dzboy,1,0.637594363
12281,shupiankuaile,5.37E-05,0,0.240578408,0.240632073,10010,shupiankuaile,1,0.637594363
12290,Yogurtla,5.37E-05,0,0.240578408,0.240632073,10040,Yogurtla,1,0.637594363
12298,aM3z,5.37E-05,0,0.240578408,0.240632073,10059,aM3z,1,0.637594363
12445,Arka161,5.37E-05,0,0.240578408,0.240632073,10326,Arka161,1,0.637594363
12760,murphypei,5.37E-05,0,0.240578408,0.240632073,10894,murphypei,1,0.637594363
12919,SainagShetty,5.37E-05,0,0.240578408,0.240632073,11134,SainagShetty,1,0.637594363
12939,runitao,5.37E-05,0,0.240578408,0.240632073,11180,runitao,1,0.637594363
12941,arberzela,5.37E-05,0,0.240578408,0.240632073,11186,arberzela,1,0.637594363
12944,dhruvvyas90,5.37E-05,0,0.240578408,0.240632073,11192,dhruvvyas90,1,0.637594363
13085,carsonmclean,5.37E-05,0,0.240578408,0.240632073,22673,carsonmclean,1,0.637594363
13302,Emmanuel-Ezenwere,5.37E-05,0,0.240578408,0.240632073,11798,Emmanuel-Ezenwere,1,0.637594363
13307,KevinYaoooooo,5.37E-05,0,0.240578408,0.240632073,11810,KevinYaoooooo,1,0.637594363
13455,afterthat97,5.37E-05,0,0.240578408,0.240632073,12153,afterthat97,1,0.637594363
13806,nathanielcompton,5.37E-05,0,0.240578408,0.240632073,12953,nathanielcompton,1,0.637594363
13828,HaroldXiong,5.37E-05,0,0.240578408,0.240632073,13017,HaroldXiong,1,0.637594363
13880,kandarpck,5.37E-05,0,0.240578408,0.240632073,13148,kandarpck,1,0.637594363
13888,abhishek021,5.37E-05,0,0.240578408,0.240632073,13180,abhishek021,1,0.637594363
13954,tgergo1,5.37E-05,0,0.240578408,0.240632073,13275,tgergo1,1,0.637594363
14007,bbelgodere,5.37E-05,0,0.240578408,0.240632073,13392,bbelgodere,1,0.637594363
14049,kbu1564,5.37E-05,0,0.240578408,0.240632073,13494,kbu1564,1,0.637594363
14244,llcruc,5.37E-05,0,0.240578408,0.240632073,13951,llcruc,1,0.637594363
14344,Vatican-Cameos,5.37E-05,0,0.240578408,0.240632073,20656,Vatican-Cameos,1,0.637594363
14437,ChiangF1943,5.37E-05,0,0.240578408,0.240632073,14335,ChiangF1943,1,0.637594363
14446,iory,5.37E-05,0,0.240578408,0.240632073,4097,iory,1,0.637594363
14695,SammyVimes,5.37E-05,0,0.240578408,0.240632073,14899,SammyVimes,1,0.637594363
14764,ZhangShurong,5.37E-05,0,0.240578408,0.240632073,15033,ZhangShurong,1,0.637594363
14766,lbjworld,5.37E-05,0,0.240578408,0.240632073,15039,lbjworld,1,0.637594363
14810,hankuipeng,5.37E-05,0,0.240578408,0.240632073,15136,hankuipeng,1,0.637594363
15045,anchitjain1234,5.37E-05,0,0.240578408,0.240632073,15786,anchitjain1234,1,0.637594363
15066,BurgessH,5.37E-05,0,0.240578408,0.240632073,11809,BurgessH,1,0.637594363
15167,rib4n,5.37E-05,0,0.240578408,0.240632073,16121,rib4n,1,0.637594363
15203,Yao-Yao,5.37E-05,0,0.240578408,0.240632073,16196,Yao-Yao,1,0.637594363
15213,shabeer,5.37E-05,0,0.240578408,0.240632073,16228,shabeer,1,0.637594363
15227,neetrath,5.37E-05,0,0.240578408,0.240632073,16281,neetrath,1,0.637594363
15380,seoz,5.37E-05,0,0.240578408,0.240632073,16840,seoz,1,0.637594363
15394,Yanzzzzz,5.37E-05,0,0.240578408,0.240632073,16883,Yanzzzzz,1,0.637594363
15500,Yuxf1991,5.37E-05,0,0.240578408,0.240632073,21157,Yuxf1991,1,0.637594363
15586,deepakshankar94,5.37E-05,0,0.240578408,0.240632073,15138,deepakshankar94,1,0.637594363
15619,NSFish,5.37E-05,0,0.240578408,0.240632073,17519,NSFish,1,0.637594363
15771,fpopic,5.37E-05,0,0.240578408,0.240632073,34194,fpopic,1,0.637594363
15783,themoonraker13,5.37E-05,0,0.240578408,0.240632073,8479,themoonraker13,1,0.637594363
15990,Qurin,5.37E-05,0,0.240578408,0.240632073,18581,Qurin,1,0.637594363
16094,ryf1123,5.37E-05,0,0.240578408,0.240632073,18792,ryf1123,1,0.637594363
16258,bashell,5.37E-05,0,0.240578408,0.240632073,19317,bashell,1,0.637594363
16324,AugustoRamos94,5.37E-05,0,0.240578408,0.240632073,29456,AugustoRamos94,1,0.637594363
16332,sqeezy,5.37E-05,0,0.240578408,0.240632073,19608,sqeezy,1,0.637594363
16419,AlvinZhu,5.37E-05,0,0.240578408,0.240632073,19924,AlvinZhu,1,0.637594363
16451,andrewedstrom,5.37E-05,0,0.240578408,0.240632073,3372,andrewedstrom,1,0.637594363
16487,srijanmishra,5.37E-05,0,0.240578408,0.240632073,20167,srijanmishra,1,0.637594363
16508,slsefe,5.37E-05,0,0.240578408,0.240632073,20237,slsefe,1,0.637594363
16609,lancemk,5.37E-05,0,0.240578408,0.240632073,20651,lancemk,1,0.637594363
16727,enpeizhao,5.37E-05,0,0.240578408,0.240632073,28157,enpeizhao,1,0.637594363
16739,allenjin,5.37E-05,0,0.240578408,0.240632073,21172,allenjin,1,0.637594363
16827,ozturkaslii,5.37E-05,0,0.240578408,0.240632073,21458,ozturkaslii,1,0.637594363
16920,thinkerleolee,5.37E-05,0,0.240578408,0.240632073,21872,thinkerleolee,1,0.637594363
17136,MoMuBai,5.37E-05,0,0.240578408,0.240632073,22429,MoMuBai,1,0.637594363
17153,ailionx,5.37E-05,0,0.240578408,0.240632073,22460,ailionx,1,0.637594363
17475,mattboler,5.37E-05,0,0.240578408,0.240632073,23602,mattboler,1,0.637594363
17487,ctarver,5.37E-05,0,0.240578408,0.240632073,23662,ctarver,1,0.637594363
17532,metalaman,5.37E-05,0,0.240578408,0.240632073,23928,metalaman,1,0.637594363
17552,ahmadyan,5.37E-05,0,0.240578408,0.240632073,24005,ahmadyan,1,0.637594363
17559,brukhabtu,5.37E-05,0,0.240578408,0.240632073,24043,brukhabtu,1,0.637594363
17611,iteratorlee,5.37E-05,0,0.240578408,0.240632073,24359,iteratorlee,1,0.637594363
17632,sauryfish,5.37E-05,0,0.240578408,0.240632073,24517,sauryfish,1,0.637594363
17651,MsFaceless,5.37E-05,0,0.240578408,0.240632073,1055,MsFaceless,1,0.637594363
17695,aman2304,5.37E-05,0,0.240578408,0.240632073,24915,aman2304,1,0.637594363
17709,andresgsaravia,5.37E-05,0,0.240578408,0.240632073,3222,andresgsaravia,1,0.637594363
17746,Akki2200,5.37E-05,0,0.240578408,0.240632073,25131,Akki2200,1,0.637594363
17807,fukien,5.37E-05,0,0.240578408,0.240632073,25622,fukien,1,0.637594363
17808,FelSiq,5.37E-05,0,0.240578408,0.240632073,25625,FelSiq,1,0.637594363
17827,flsing,5.37E-05,0,0.240578408,0.240632073,25787,flsing,1,0.637594363
17874,liuxiaojun,5.37E-05,0,0.240578408,0.240632073,26094,liuxiaojun,1,0.637594363
17940,prasantapal,5.37E-05,0,0.240578408,0.240632073,26445,prasantapal,1,0.637594363
17948,kiran4399,5.37E-05,0,0.240578408,0.240632073,26522,kiran4399,1,0.637594363
18103,lancer2002,5.37E-05,0,0.240578408,0.240632073,17754,lancer2002,1,0.637594363
18116,Ema93sh,5.37E-05,0,0.240578408,0.240632073,27725,Ema93sh,1,0.637594363
18137,Joel-hanson,5.37E-05,0,0.240578408,0.240632073,27882,Joel-hanson,1,0.637594363
18142,RyanLeake,5.37E-05,0,0.240578408,0.240632073,27967,RyanLeake,1,0.637594363
18163,razeone,5.37E-05,0,0.240578408,0.240632073,28149,razeone,1,0.637594363
18216,deevashwer,5.37E-05,0,0.240578408,0.240632073,37662,deevashwer,1,0.637594363
18224,WilliamYi96,5.37E-05,0,0.240578408,0.240632073,28886,WilliamYi96,1,0.637594363
18261,haoxiuzhao,5.37E-05,0,0.240578408,0.240632073,29213,haoxiuzhao,1,0.637594363
18265,hekind,5.37E-05,0,0.240578408,0.240632073,29294,hekind,1,0.637594363
18292,md-k-sarker,5.37E-05,0,0.240578408,0.240632073,31257,md-k-sarker,1,0.637594363
18293,ChampionZP,5.37E-05,0,0.240578408,0.240632073,31634,ChampionZP,1,0.637594363
18294,taijitaichi,5.37E-05,0,0.240578408,0.240632073,29674,taijitaichi,1,0.637594363
18295,sxlllslgh,5.37E-05,0,0.240578408,0.240632073,29705,sxlllslgh,1,0.637594363
18296,laochanlam,5.37E-05,0,0.240578408,0.240632073,34954,laochanlam,1,0.637594363
18298,pwh11,5.37E-05,0,0.240578408,0.240632073,2571,pwh11,1,0.637594363
18301,Heshamsalah,5.37E-05,0,0.240578408,0.240632073,32049,Heshamsalah,1,0.637594363
18302,hbdhj,5.37E-05,0,0.240578408,0.240632073,33169,hbdhj,1,0.637594363
18304,UdaykiranMarupati,5.37E-05,0,0.240578408,0.240632073,32653,UdaykiranMarupati,1,0.637594363
18306,liusanchuan,5.37E-05,0,0.240578408,0.240632073,32962,liusanchuan,1,0.637594363
18307,AliMehrpour,5.37E-05,0,0.240578408,0.240632073,29881,AliMehrpour,1,0.637594363
18308,nrobin,5.37E-05,0,0.240578408,0.240632073,31850,nrobin,1,0.637594363
18309,ajantonov,5.37E-05,0,0.240578408,0.240632073,33441,ajantonov,1,0.637594363
18310,huwenwen,5.37E-05,0,0.240578408,0.240632073,13943,huwenwen,1,0.637594363
18311,WillGluck,5.37E-05,0,0.240578408,0.240632073,33556,WillGluck,1,0.637594363
18312,da1ssk,5.37E-05,0,0.240578408,0.240632073,33664,da1ssk,1,0.637594363
18313,bolo1729,5.37E-05,0,0.240578408,0.240632073,33760,bolo1729,1,0.637594363
18318,alcaniza,5.37E-05,0,0.240578408,0.240632073,34604,alcaniza,1,0.637594363
18319,sunstrikes,5.37E-05,0,0.240578408,0.240632073,14495,sunstrikes,1,0.637594363
18320,QiumingLu,5.37E-05,0,0.240578408,0.240632073,34702,QiumingLu,1,0.637594363
18323,rt77789,5.37E-05,0,0.240578408,0.240632073,35063,rt77789,1,0.637594363
18324,IrisYanfGuo,5.37E-05,0,0.240578408,0.240632073,35245,IrisYanfGuo,1,0.637594363
18326,sgang007,5.37E-05,0,0.240578408,0.240632073,21271,sgang007,1,0.637594363
18327,libeiUCAS,5.37E-05,0,0.240578408,0.240632073,35535,libeiUCAS,1,0.637594363
18329,counsellors,5.37E-05,0,0.240578408,0.240632073,36002,counsellors,1,0.637594363
18330,lengerfulluse,5.37E-05,0,0.240578408,0.240632073,26812,lengerfulluse,1,0.637594363
18332,Kiran-r,5.37E-05,0,0.240578408,0.240632073,26458,Kiran-r,1,0.637594363
18333,icjl,5.37E-05,0,0.240578408,0.240632073,36498,icjl,1,0.637594363
18335,SevenYoung,5.37E-05,0,0.240578408,0.240632073,5321,SevenYoung,1,0.637594363
18336,perfectspr,5.37E-05,0,0.240578408,0.240632073,17760,perfectspr,1,0.637594363
18338,sgrimes,5.37E-05,0,0.240578408,0.240632073,25071,sgrimes,1,0.637594363
18339,ppeiris,5.37E-05,0,0.240578408,0.240632073,37568,ppeiris,1,0.637594363
9921,saibimajdi,0.000214661,0.000137793,0.240245961,0.240598415,8728,saibimajdi,1,0.636910897
15463,evoxmusic,0.000107331,2.44E-05,0.24045197,0.240583699,25590,evoxmusic,0,0.636612064
15471,arundhaj,0.000107331,2.44E-05,0.24045197,0.240583699,31430,arundhaj,0,0.636612064
8593,ArtSabintsev,0.000590319,0.000149299,0.239828384,0.240568001,16122,ArtSabintsev,0,0.636293307
1004,nekocode,0.001234303,0.000522288,0.238807165,0.240563756,1030,nekocode,0,0.636207091
6256,LeoAJ,0.000160996,9.31E-05,0.240285806,0.24053992,3059,LeoAJ,0,0.63572307
1423,cclauss,0.00080498,0.000249316,0.239484809,0.240539105,25688,cclauss,0,0.63570653
14324,muxuezi,0.000268327,0.000101418,0.24016631,0.240536055,22996,muxuezi,0,0.635644595
4327,sourabh2k15,0.000590319,0.000541798,0.239392476,0.240524594,13801,sourabh2k15,0,0.635411855
7625,mopemope,0.000321992,0.000214263,0.239974039,0.240510294,10877,mopemope,0,0.635121492
551,WangYang-wy,0.000912311,0.000434372,0.239102751,0.240449433,12748,WangYang-wy,0,0.633885632
7465,JohnCoene,0.001824622,0.000164846,0.238407646,0.240397114,13338,JohnCoene,0,0.63282323
649,artman,0.000268327,5.07E-05,0.240066821,0.240385804,34424,artman,0,0.632593553
2583,bigbigDreamer,0.000536653,0.000198838,0.239649866,0.240385358,29143,bigbigDreamer,0,0.632584499
5251,krishaamer,0.000965976,0.000605371,0.238813725,0.240385073,16390,krishaamer,0,0.632578704
2651,loftwah,0.000214661,0.000118986,0.240046934,0.240380581,10983,loftwah,0,0.632487503
8186,pooyagolchian,0.000160996,2.14E-05,0.24016631,0.240348657,19812,pooyagolchian,0,0.631839236
6522,fengmk2,0.000912311,0.000167081,0.239260696,0.240340088,21142,fengmk2,0,0.63166523
8282,TheWaWaR,0.000214661,5.68E-05,0.240060192,0.240331627,12627,TheWaWaR,0,0.631493421
662,thelastinuit,0.000375657,6.71E-05,0.239861472,0.240304264,8623,thelastinuit,0,0.63093778
12073,Yukaii,0.000321992,0.000110893,0.239868091,0.240300975,16788,Yukaii,0,0.630871
992,charx0r,0.000321992,0.000116521,0.239848236,0.240286749,26493,charx0r,0,0.63058212
13537,njdup,0.000107331,1.30E-05,0.240159675,0.240279975,12333,njdup,0,0.630444553
12525,Xiphin,0.000375657,0.000251515,0.239636653,0.240263826,25242,Xiphin,0,0.63011663
2080,davidnguyen179,0.000107331,2.35E-05,0.240113239,0.240244092,13565,davidnguyen179,0,0.62971591
5058,dreadl0ck,0.000858645,0.000406554,0.238977859,0.240243058,22726,dreadl0ck,1,0.629694924
847,kigster,0.001180638,0.000915107,0.238146392,0.240242136,34906,kigster,1,0.629676201
5468,rezacsedu,0.000321992,0.000193278,0.239709343,0.240224613,5619,rezacsedu,1,0.629320357
10385,oivoodoo,0.000160996,6.31E-05,0.240000541,0.240224594,34096,oivoodoo,0,0.629319988
14746,rogeriopradoj,0.000268327,0.000126274,0.239828384,0.240222985,25677,rogeriopradoj,0,0.629287307
6449,rimiti,0.000214661,4.56E-05,0.239960791,0.240221003,31520,rimiti,0,0.629247058
402,dhrubins,0.000429323,7.73E-05,0.239696123,0.240202793,33293,dhrubins,0,0.628877288
6141,saikatkumardey,0.000268327,3.53E-05,0.239894569,0.240198236,11999,saikatkumardey,1,0.628784742
12088,lefant,0.000375657,6.44E-05,0.239755622,0.240195705,36997,lefant,0,0.628733351
6551,poodarchu,0.000697649,0.000137716,0.239359518,0.240194883,9713,poodarchu,0,0.628716662
6192,Quantisan,0.000321992,3.42E-05,0.239835001,0.240191207,5059,Quantisan,0,0.628642015
10770,bithavoc,0.000268327,0.000108364,0.239808536,0.240185226,15591,bithavoc,0,0.62852056
7905,PhatBK,0.000268327,7.15E-05,0.239841618,0.240181404,4689,PhatBK,0,0.62844296
1201,harshit98,0.000912311,0.000325144,0.238938446,0.240175901,11496,harshit98,0,0.628331205
2471,lefex,0.00241494,0.002401916,0.235309935,0.240126791,36336,lefex,1,0.62733397
5606,lxyu,0.000321992,9.81E-05,0.239696123,0.240116199,18014,lxyu,0,0.627118877
11674,rwaldron,0.000482988,0.000159306,0.239471614,0.240113909,9008,rwaldron,0,0.627072371
2138,ShubhamTatvamasi,0.000214661,8.43E-05,0.239808536,0.240107506,23453,ShubhamTatvamasi,0,0.626942352
4295,temon,0.000160996,8.33E-05,0.239848236,0.240092509,1765,temon,0,0.626637825
12459,DiegoRBaquero,0.000214661,0.000120566,0.23974901,0.240084237,5800,DiegoRBaquero,0,0.626469851
10829,filosganga,0.000214661,0.000103683,0.239762235,0.24008058,13665,filosganga,0,0.626395588
8963,creasty,0.000321992,6.20E-05,0.239696123,0.240080115,20726,creasty,0,0.626386147
11162,brandly,0.000160996,3.02E-05,0.239887949,0.240079123,20535,brandly,0,0.626366012
6832,pulkitsharma07,0.000160996,6.03E-05,0.239841618,0.240062892,29606,pulkitsharma07,0,0.626036422
8432,minuJeong,0.000214661,0.000334638,0.239504604,0.240053904,29000,minuJeong,0,0.625853894
10825,iwaltgen,0.000160996,0.000243668,0.239636653,0.240041317,31487,iwaltgen,0,0.625598315
16215,debaonline4u,0.000214661,0.000144986,0.239676297,0.240035944,8210,debaonline4u,1,0.625489195
11130,neungkl,0.000482988,0.000150636,0.239366109,0.239999733,21508,neungkl,0,0.624753883
8785,georgezoto,0.000268327,0.000265745,0.239465018,0.239999089,32349,georgezoto,1,0.62474082
8832,qiyuangong,0.000214661,0.000151206,0.239630048,0.239995915,25109,qiyuangong,0,0.624676364
12722,mamigot,0.000160996,3.73E-05,0.239782076,0.239980394,10801,mamigot,0,0.62436119
635,neonichu,0.000912311,0.000438536,0.238623613,0.23997446,7104,neonichu,0,0.624240696
2612,hackjutsu,0.000858645,0.000250568,0.23885966,0.239968873,13998,hackjutsu,0,0.624127243
5273,canercandan,0.000160996,0.000150248,0.23964326,0.239954504,22059,canercandan,0,0.623835447
5086,chancez,0.000268327,4.97E-05,0.239630048,0.23994803,21975,chancez,0,0.623703989
12275,mcastilho,0.000160996,2.09E-05,0.239762235,0.239944166,24856,mcastilho,0,0.623625525
14196,CodyReichert,0.000214661,6.20E-05,0.23964326,0.239919876,26900,CodyReichert,0,0.623132297
4979,WeRockStar,0.000268327,5.44E-05,0.239597023,0.239919738,36400,WeRockStar,0,0.623129488
7750,achou11,0.000160996,5.49E-05,0.239689514,0.23990541,4565,achou11,0,0.622838531
405,deercoder,0.000429323,2.16E-05,0.239425444,0.239876333,20321,deercoder,0,0.622248085
5543,shihabmi7,0.000214661,3.98E-05,0.239610232,0.239864734,3338,shihabmi7,0,0.622012564
6194,chetmancini,0.000160996,4.05E-05,0.239663081,0.239864606,6701,chetmancini,0,0.622009967
10866,gildo,0.000160996,4.44E-05,0.239649866,0.239855309,11965,gildo,0,0.621821173
6456,EdisonChou,0.000965976,0.000899863,0.237983399,0.239849238,13714,EdisonChou,1,0.621697892
11146,nipunsadvilkar,0.000482988,7.37E-05,0.23928704,0.239843691,8903,nipunsadvilkar,0,0.621585257
519,bailicangdu,0.00080498,0.000361797,0.238676028,0.239842805,18638,bailicangdu,0,0.621567261
6642,msaroufim,0.001019642,0.000414481,0.238401108,0.23983523,17885,msaroufim,0,0.621413453
5551,aritraroy,0.001287968,0.000288985,0.238250825,0.239827778,17876,aritraroy,0,0.621262127
1330,ClimbsRocks,0.000429323,0.000163499,0.239227773,0.239820595,733,ClimbsRocks,0,0.621116259
